content,score,at,clean_no_stem,clean_stem,skor_base,label_base,skor_domain,label_domain,label,split
"manA nih arcade, Mayhem, dsb, adain juga lagi mode survival",1,2026-07-27 05:55:03,mana nih arcade mayhem adain mode survival,mana nih arcade mayhem adain mode survival,0.0,Negatif,0.0,Negatif,Negatif,train
This is the worst game application in Indonesia. Playing it five times never gives you a win in a long game and always gets bot friends and the worst thing is that every time you load the connection is always lost.,1,2026-07-27 05:53:07,this is the worst game application in indonesia playing it five times never gives you a win in a long game and always gets bot friends and the worst thing is that every time you load the connection is always lost,this is the worst game application in indonesia playing it five times never gives you a win in a long game and always gets bot friends and the worst thing is that every time you load the connection is always lost,2.0,Positif,2.0,Positif,Positif,train
jaringanselalu ngelag sekarang jelek banget ni game,1,2026-07-27 05:51:26,jaringanselalu ngelag sekarang jelek banget ni game,jaringanselalu ngelag sekarang jelek banget ni game,-2.0,Negatif,-5.0,Negatif,Negatif,train
kebanyakan server lag,2,2026-07-27 05:49:52,kebanyakan server lag,banyak server lag,2.0,Positif,-1.0,Negatif,Negatif,train
sangat suka ML,5,2026-07-27 05:48:29,sangat suka ml,sangat suka ml,0.0,Positif,0.0,Positif,Positif,test
makin kesini makin gila main ini game...dapat tim yang 100 % gak tau cara main dan bukan kebetulan ini sering terjadi...dari legend sampe turun ke epic 4 heran ko player separah itu bisa naik ke peringkat apes nasib solo rank mah,2,2026-07-27 05:46:07,makin kesini makin gila main game tim tidak tau cara main bukan kebetulan sering terjadi legend sampe turun epic heran ko player separah naik peringkat apes nasib solo rank mah,makin kesini makin gila main game tim tidak tau cara main bukan betul sering jadi legend sampe turun epic heran ko player parah naik peringkat apes nasib solo rank mah,-5.0,Negatif,-5.0,Negatif,Negatif,train
game rusak,1,2026-07-27 05:45:03,game rusak,game rusak,1.0,Positif,1.0,Positif,Positif,train
.nahh,1,2026-07-27 05:44:25,nahh,nahh,0.0,Negatif,0.0,Negatif,Negatif,train
game setan bikin stress,1,2026-07-27 05:44:19,game setan bikin stress,game setan bikin stress,-7.0,Negatif,-7.0,Negatif,Negatif,train
"gamenya semakian lama semakin ga bgus. jaringan merah,jelek,lag.",1,2026-07-27 05:43:58,gamenya semakian lama semakin tidak bgus jaringan merah jelek lag,gamenya maki lama makin tidak bgus jaring merah jelek lag,-12.0,Negatif,-15.0,Negatif,Negatif,train
yang bener kasih tim gw cape setiap hari gw main dapat tim dark sistem mulu mohon monton yang adil lah,1,2026-07-27 05:43:00,bener kasih tim cape hari main tim dark sistem mulu mohon moonton adil lah,bener kasih tim cape hari main tim dark sistem mulu mohon moonton adil lah,-11.0,Negatif,-11.0,Negatif,Negatif,test
bikin stres kalah terus dapat team bot semua nge lag pdhl sinyal bagus,2,2026-07-27 05:42:47,bikin stres kalah terus team bot semua nge lag pdhl sinyal bagus,bikin stres kalah terus team bot semua nge lag pdhl sinyal bagus,-14.0,Negatif,-12.0,Negatif,Negatif,train
gem rusak,1,2026-07-27 05:42:41,gem rusak,gem rusak,-1.0,Negatif,-1.0,Negatif,Negatif,train
game haram,1,2026-07-27 05:42:37,game haram,game haram,2.0,Positif,2.0,Positif,Positif,train
toxic,5,2026-07-27 05:37:20,toxic,toxic,0.0,Positif,-4.0,Negatif,Negatif,train
"KALAU MAU CARI KESENANGAN ,SARAN JANGAN DOWNLOAD NI GAME, SISTEMNY TERGOBLOK YANG PERNAH KU TEMUI DIANTARA SEMUA GAME ,",1,2026-07-27 05:36:24,kalau mau cari kesenangan saran jangan download ni game sistemny tergoblok pernah ku temui diantara semua game,kalau mau cari senang saran jangan download ni game sistemny goblok pernah ku temu antara semua game,-3.0,Negatif,-3.0,Negatif,Negatif,train
Jika masih ada cheater bintang ini gak akan berubah,1,2026-07-27 05:35:54,cheater bintang tidak berubah,cheater bintang tidak ubah,-5.0,Negatif,-9.0,Negatif,Negatif,train
gem burik bayank derak sistem sama kutukan bintang,1,2026-07-27 05:35:15,gem burik bayank derak sistem sama kutukan bintang,gem burik bayank derak sistem sama kutu bintang,-1.0,Negatif,-1.0,Negatif,Negatif,train
game ini sangat bagus tapi bisa kah kembalikan argus yang dulu,5,2026-07-27 05:32:56,game sangat bagus kembalikan argus dulu,game sangat bagus kembali argus dulu,-2.0,Negatif,3.0,Positif,Positif,train
game bagus,5,2026-07-27 05:27:28,game bagus,game bagus,0.0,Positif,5.0,Positif,Positif,train
kasih teman random yg sesuai dikit jgan bot semua,4,2026-07-27 05:24:46,kasih teman random sesuai dikit jgan bot semua,kasih teman random sesuai dikit jgan bot semua,-9.0,Negatif,-9.0,Negatif,Negatif,train
berat bgt..,2,2026-07-27 05:23:15,berat banget,berat banget,1.0,Positif,1.0,Positif,Positif,train
"akun gak pernah pake cheat malah di ban dengan tuduhan cheat, game gak jelas",1,2026-07-27 05:22:21,akun tidak pernah pake cheat malah ban tuduhan cheat game tidak jelas,akun tidak pernah pake cheat malah ban tuduh cheat game tidak jelas,-6.0,Negatif,-6.0,Negatif,Negatif,train
"kenapa setiap saya bermain exp saya selalu bertemu tim anak anak baik dan tidak bisa main, tolong doang sedikit adil apalagi untuk solo player seperti saya, sama ping hijau tapi tidak bisa gerak itu sangat merugikan tim.",1,2026-07-27 05:22:05,bermain exp selalu bertemu tim anak anak baik tidak main doang sedikit adil solo player sama ping hijau tidak gerak sangat merugikan tim,main exp selalu temu tim anak anak baik tidak main doang sedikit adil solo player sama ping hijau tidak gerak sangat rugi tim,-17.0,Negatif,-17.0,Negatif,Negatif,train
"emng moonton ini ,masa sinyal hijau tapi dilay,permainan sistem hah lagu lama",1,2026-07-27 05:20:59,emng moonton masa sinyal hijau dilay permainan sistem hah lagu lama,emng moonton masa sinyal hijau dilay main sistem hah lagu lama,-3.0,Negatif,-3.0,Negatif,Negatif,train
tambah isi waktu selagi jenuh... biar ada hiburan,5,2026-07-27 05:18:38,tambah isi waktu jenuh hiburan,tambah isi waktu jenuh hibur,0.0,Positif,0.0,Positif,Positif,train
game nya jelek bikin anak anak gila jadi jngn instal ini game,1,2026-07-27 05:17:47,game nya jelek bikin anak anak gila jadi jngn instal game,game nya jelek bikin anak anak gila jadi jngn instal game,-14.0,Negatif,-14.0,Negatif,Negatif,train
"sistem ranknya ga adil poll, udah kalah beberapa kali sama tim musuh yg lebih enak sinerginya, menang cuman dikasih sekali habis itu dikalahin terus, gimana mau naik ranknya kalo gini terus?",1,2026-07-27 05:16:22,sistem ranknya tidak adil poll udah kalah beberapa kali sama tim musuh lebih enak sinerginya menang cuman dikasih sekali habis dikalahin terus gimana mau naik ranknya kalau gini terus,sistem ranknya tidak adil poll udah kalah beberapa kali sama tim musuh lebih enak sinergi menang cuman kasih sekali habis dikalahin terus gimana mau naik ranknya kalau gin terus,-13.0,Negatif,-7.0,Negatif,Negatif,train
tolong lh monton coba kasihh tim ituu bagusss sekali GK usah ada yg dark sistem,1,2026-07-27 05:16:02,lh moonton coba kasihh tim ituu baguss sekali tidak usah dark sistem,lh moonton coba kasihh tim ituu baguss sekali tidak usah dark sistem,-8.0,Negatif,-8.0,Negatif,Negatif,train
game rusak gak bisa main solo ketemu drak sistem coba yang adill moontoon,1,2026-07-27 05:13:37,game rusak tidak main solo ketemu drak sistem coba adill moontoon,game rusak tidak main solo ketemu drak sistem coba adill moontoon,-4.0,Negatif,-4.0,Negatif,Negatif,train
"game seimbang dari mananya,kenapa setim gua selalu org yang baru maen atau bocil,dan lawan gua selalu orang"" yang jago,selalu gua mvp sedangkan teman gua coklat silver",1,2026-07-27 05:13:21,game seimbang mananya setim selalu org baru maen bocil lawan selalu orang jago selalu mvp teman coklat silver,game imbang mana tim selalu org baru maen bocil lawan selalu orang jago selalu mvp teman coklat silver,5.0,Positif,5.0,Positif,Positif,train
"jujur main di Mobile legends bikin stress aja, tim yang berat sebelah, lose streak mulu",1,2026-07-27 05:11:27,jujur main mobile legends bikin stress aja tim berat sebelah lose streak mulu,jujur main mobile legends bikin stress aja tim berat belah lose streak mulu,-8.0,Negatif,-8.0,Negatif,Negatif,train
apalah iya game nya bagus tapi minimal keseimbangan match nya di perbaiki setiap main ketemu tim yg tolol tapi musuh nya jago2 aneh,1,2026-07-27 05:10:44,apalah iya game nya bagus minimal keseimbangan match nya perbaiki main ketemu tim tolol musuh nya jago aneh,apa iya game nya bagus minimal imbang match nya baik main ketemu tim tolol musuh nya jago aneh,-10.0,Negatif,-5.0,Negatif,Negatif,train
Montoon mending hapus game ini aja gak guna dapetnya tim ngetrol mulu game kan harusnya bikin kita jadi releks ini malah bikin nambah pusing hapus aja gamenya montoon,1,2026-07-27 05:09:41,moonton mending hapus game aja tidak dapetnya tim ngetrol mulu game kan harusnya bikin jadi releks malah bikin nambah pusing hapus aja gamenya moonton,moonton mending hapus game aja tidak dapetnya tim ngetrol mulu game kan harus bikin jadi releks malah bikin nambah pusing hapus aja gamenya moonton,-14.0,Negatif,-14.0,Negatif,Negatif,train
"game rusak masa lagi main hp saya ngk sengaja mati saat login ulang masih aja ngestuck di lobby, udh lebih dari 5 lebih saya ngalamin hal bodoh ini, update doang gede bug aja masih banyak yg ngk hilang",1,2026-07-27 05:08:42,game rusak masa main handphone ngk sengaja mati login ulang aja ngestuck lobby lebih lebih ngalamin bodoh update doang gede bug aja banyak ngk hilang,game rusak masa main handphone ngk sengaja mati login ulang aja ngestuck lobby lebih lebih ngalamin bodoh update doang gede bug aja banyak ngk hilang,1.0,Positif,-1.0,Negatif,Negatif,train
game gk jelas musuh pro tim beban memang aneh game aneh burik pulak gk guna gw yg gendong tim gw padahal rank mereka lebih besar dari pada gw akhirnya y kalah lah game aneh,1,2026-07-27 05:07:09,game tidak jelas musuh pro tim beban memang aneh game aneh burik pulak tidak gendong tim padahal rank lebih besar akhirnya y kalah lah game aneh,game tidak jelas musuh pro tim beban memang aneh game aneh burik pulak tidak gendong tim padahal rank lebih besar akhir y kalah lah game aneh,-20.0,Negatif,-20.0,Negatif,Negatif,train
game nya bagus bangat aku sangat suka dengan game ml ini,5,2026-07-27 05:04:28,game nya bagus bangat aku sangat suka game ml,game nya bagus bangat aku sangat suka game ml,3.0,Positif,8.0,Positif,Positif,train
bagus banget kalo gabut aku udah jago 👍👍👍,5,2026-07-27 05:04:09,bagus banget kalau gabut aku udah jago emoji_positif emoji_positif emoji_positif,bagus banget kalau gabut aku udah jago emoji_positif emoji_positif emoji_positif,-3.0,Negatif,2.0,Positif,Positif,train
aplikasi nya keren,5,2026-07-27 05:04:05,aplikasi nya keren,aplikasi nya keren,-4.0,Negatif,0.0,Positif,Positif,train
saya menyukai ni gem tapi hapuskan draksistem,5,2026-07-27 04:59:47,menyukai ni gem hapuskan draksistem,suka ni gem hapus draksistem,3.0,Positif,3.0,Positif,Positif,train
Jangan pernah memainkan game ini. Semoga game ini di Boikot dari Play Store. Semoga game ini di Hapus dari Play Store.,1,2026-07-27 04:58:56,jangan pernah memainkan game semoga game boikot play store semoga game hapus play store,jangan pernah main game moga game boikot play store moga game hapus play store,0.0,Negatif,0.0,Negatif,Negatif,train
"Ahhh, bagus, tapi kok kamving... Wkwkkwk",4,2026-07-27 04:57:47,ahh bagus kok kamving wkwkkwk,ahh bagus kok kamving wkwkkwk,-2.0,Negatif,3.0,Positif,Positif,train
gem asu,1,2026-07-27 04:57:34,gem asu,gem asu,0.0,Negatif,0.0,Negatif,Negatif,train
game stres ntar win ntar deveat ga jelas team gw selalu cupu ga setara sama team musuh yg sana rank nya udh pada tinggi tinggi yg disini baru GM ga jelas lah,1,2026-07-27 04:56:10,game stres ntar win ntar deveat tidak jelas team selalu cupu tidak setara sama team musuh sana rank nya tinggi tinggi disini baru gm tidak jelas lah,game stres ntar win ntar deveat tidak jelas team selalu cupu tidak tara sama team musuh sana rank nya tinggi tinggi sini baru gm tidak jelas lah,-12.0,Negatif,-12.0,Negatif,Negatif,train
banyak dark sistem di high rank sangat tidak adil dalam matcmaking,3,2026-07-27 04:51:30,banyak dark sistem high rank sangat tidak adil matcmaking,banyak dark sistem high rank sangat tidak adil matcmaking,-12.0,Negatif,-12.0,Negatif,Negatif,test
game nya seru.,5,2026-07-27 04:50:38,game nya seru,game nya seru,2.0,Positif,5.0,Positif,Positif,train
banyak keluhan player tidak di dengar.para penjoki harusnya di tindak tegas.sebab karena mereka game jadi rusak banyak akun hasil joki yang kda dan winrate tidak sesuai dengan gameplay di match making,1,2026-07-27 04:50:33,banyak keluhan player tidak dengar penjoki harusnya tindak tegas game jadi rusak banyak akun hasil joki kda winrate tidak sesuai gameplay match making,banyak keluh player tidak dengar joki harus tindak tegas game jadi rusak banyak akun hasil joki kda winrate tidak sesuai gameplay match making,-15.0,Negatif,-15.0,Negatif,Negatif,train
terlalu banyak tutorial,1,2026-07-27 04:48:10,terlalu banyak tutorial,terlalu banyak tutorial,-3.0,Negatif,-3.0,Negatif,Negatif,train
game hewan menggonggong macth making nya gj gak seimbang perbaiki lagi macth making nya ama server nya juga ngelag padahal sinyal lancar,5,2026-07-27 04:46:08,game hewan menggonggong macth making nya gj tidak seimbang perbaiki macth making nya ama server nya ngelag padahal sinyal lancar,game hewan gonggong macth making nya gj tidak imbang baik macth making nya ama server nya ngelag padahal sinyal lancar,-1.0,Negatif,-4.0,Negatif,Negatif,train
udah imo belum,5,2026-07-27 04:46:07,udah imo belum,udah imo belum,0.0,Positif,0.0,Positif,Positif,test
game burik grapik sters,1,2026-07-27 04:40:54,game burik grapik sters,game burik grapik sters,2.0,Positif,2.0,Positif,Positif,train
"selalu dibikin kalah pas di moment krusial, ga jelas ni game. ga enak buat solo player yang selalu dapet tim ga kompak",1,2026-07-27 04:36:36,selalu dibikin kalah pas moment krusial tidak jelas ni game tidak enak buat solo player selalu dapet tim tidak kompak,selalu bikin kalah pas moment krusial tidak jelas ni game tidak enak buat solo player selalu dapet tim tidak kompak,-12.0,Negatif,-14.0,Negatif,Negatif,test
mantap,5,2026-07-27 04:36:29,mantap,mantap,5.0,Positif,5.0,Positif,Positif,train
ml hargai player solo kasik tim yg jelas bukan yg trol capek bodo,2,2026-07-27 04:34:40,ml hargai player solo kasik tim jelas bukan trol capek bodo,ml harga player solo kasik tim jelas bukan trol capek bodo,-12.0,Negatif,-12.0,Negatif,Negatif,train
untuk pemilihan role yang sangat buruk harus nya 1 role bukan 2 role neresahkan sangat meresahkan untuk penjuang solo,1,2026-07-27 04:29:01,pemilihan role sangat buruk nya role bukan role neresahkan sangat meresahkan penjuang solo,pilih role sangat buruk nya role bukan role neresahkan sangat resah juang solo,-14.0,Negatif,-14.0,Negatif,Negatif,train
karena kalau ngasih lawan tidak seimbang jadi bikin rugi bintang dan bikin stres/bikin emosi saya istirahat mau main game malah jadi stres,1,2026-07-27 04:26:38,kalau ngasih lawan tidak seimbang jadi bikin rugi bintang bikin stres bikin emosi istirahat mau main game malah jadi stres,kalau ngasih lawan tidak imbang jadi bikin rugi bintang bikin stres bikin emosi istirahat mau main game malah jadi stres,-20.0,Negatif,-20.0,Negatif,Negatif,train
bagus,4,2026-07-27 04:23:29,bagus,bagus,-2.0,Negatif,3.0,Positif,Positif,train
tidak menyenangkan,1,2026-07-27 04:23:23,tidak menyenangkan,tidak senang,-6.0,Negatif,-6.0,Negatif,Negatif,test
kembali kan ulti argus yng dulu sekarang ulti nya sangat singkat tidak masuk akal untuk team fight mohon diperbaiki ku uninstal kalau masih tidak diperbaiki,1,2026-07-27 04:21:14,kan ulti argus yng dulu sekarang ulti nya sangat singkat tidak masuk akal team fight mohon diperbaiki ku uninstal kalau tidak diperbaiki,kan ulti argus yng dulu sekarang ulti nya sangat singkat tidak masuk akal team fight mohon baik ku uninstal kalau tidak baik,-12.0,Negatif,-12.0,Negatif,Negatif,train
"Mach macking nya buruk, main solo ketemu trio bot semua, main rank glory/imo dapet tim trio ada legend nya, beban pula... mending kalok dapet tim bot musuhnya bot juga, ini dapet tim bot musuh jago² ... real enak pindah game sebelah",2,2026-07-27 04:07:56,mach macking nya buruk main solo ketemu trio bot semua main rank glory imo dapet tim trio legend nya beban mending kalok dapet tim bot musuhnya bot dapet tim bot musuh jago real enak pindah game sebelah,mach macking nya buruk main solo ketemu trio bot semua main rank glory imo dapet tim trio legend nya beban mending kalok dapet tim bot musuh bot dapet tim bot musuh jago real enak pindah game belah,-27.0,Negatif,-25.0,Negatif,Negatif,train
Sungguh Tidak Adill Ping jaringan Legs,1,2026-07-27 04:07:25,sungguh tidak adill ping jaringan legs,sungguh tidak adill ping jaring legs,-3.0,Negatif,-3.0,Negatif,Negatif,test
"plis moonton, tolong ubah slot afinitas lover jadi 5, aku ga puas karna lovernya cuma bisa 1",1,2026-07-27 04:04:11,plis moonton ubah slot afinitas lover jadi aku tidak puas lovernya cuma,plis moonton ubah slot afinitas lover jadi aku tidak puas lovernya cuma,-11.0,Negatif,-11.0,Negatif,Negatif,train
