content,score,at
moonton punya dendam ama gua.... setiap mau naik rank pasti di kasih tim dongo,1,2026-07-26 08:07:20
suka😋,5,2026-07-26 08:06:50
sistem nya aneh setiap gua match pasti ada anomali drak system kadang 1 rolenya anomali game sampah,1,2026-07-26 08:06:47
gak usah dibaikin udah bagus game ya kak nonton udah bagus lagi🙏👍,5,2026-07-26 08:06:46
match nya gak adil sini kasi draksistem lawan nya jago jangan download game ini sepiin aja,1,2026-07-26 08:06:33
pokoknya game yang bagus,5,2026-07-26 08:06:08
monton tolong mode offline nya ditambahiya monton,4,2026-07-26 08:05:03
"apasi ini game ngasi gw lose mulu, match juga ga jelas dapet tim jg ga jelas😡",1,2026-07-26 08:04:20
game stress,1,2026-07-26 08:04:20
game haram,1,2026-07-26 08:03:05
Karena bagus lebih gampang dari pada ff,5,2026-07-26 08:02:56
game sampahh terus dapat kawan bot,1,2026-07-26 08:02:52
"kalau uda sepi bagus lawannya bot aja, jangan kau buat emosi yang main",1,2026-07-26 08:02:05
"Ini game sumpah dah gaje bet, gini biar gw jelasin jadi kan setiap kali kita lose streak pasti kan kita main sama bot moonton, biar kita bisa lebih cepat win, tapi ada juga ini spesies bot moonton gak tau item, sudah tau Hero lawan healer malah gak mau beli item anti heal, sudah ku kasih tau beli ini², tapi yah akhirnya apa gak di beli² juga sama tuh bot, kalau misalnya sistem bot nya aja kek gini mending gak usah ada dari dulu, lawan manusia asli juga gpp kok, malah akhirnya menang kalah² Mulu",1,2026-07-26 08:01:23
capek ketemu tim ngetrol,1,2026-07-26 08:01:07
"game play bagus, tampilan hero² nya juga bagus, tapi ngasih tim sama lawan ga sepadan, ga ngotak jirr. masa tim musuh ada yang mantan glory sama honor, tim gua di kasih warrior tiga, ga ngotak. ga adil juga, ga sya uninstall Masi untung",3,2026-07-26 07:58:38
Login ulang Mulu karena saya config sesudah di hapus apk confignya tetep login ulang,1,2026-07-26 07:58:16
3 minggu ngepus bintang bolak balik kasih musuh yg masuk akal lahh moontonn,1,2026-07-26 07:58:07
"match gak adil, ketemu musuh yang lebih baik dalam bermain tapi giliran tim malah kayak epic, gak paham Hero counter, build sama gak bisa bermain di role yang dipilih. Pokoknya hama pengurang bintang, udah lapor CS tetap aja tidak ditanggapi dan diperbaiki emang moonton ini dev hama,bisa baca gk? gw udah lapor CS tetap aja ngalamin hal itu, bahkan gw ngalamin hampir setiap season kayak gitu. Ini Moonton paham gk si? gk liat itu segede gaban ""SUDAH MENGHUBUNGI CS"" Dan tetep aja kejadian",1,2026-07-26 07:57:46
tim dark sistem semua lah jadi males,1,2026-07-26 07:56:33
Selalu di kasih tim dark sistem mau ngepus rank aja gak bisa sama kayak gacha tidak selalu hoki,5,2026-07-26 07:56:11
jaringan gak stabil padahal uda pakai wifi,1,2026-07-26 07:55:58
hilangkan para darksistem di akun gw yaa ton,5,2026-07-26 07:55:28
oke,5,2026-07-26 07:55:11
ahaha what a pity your game has gone quiet 😅😅,1,2026-07-26 07:54:28
"dapet timnya selalu jelek, tapi, musuhnya selalu bagus",1,2026-07-26 07:54:00
gak bisa login stuck doang gajelas,1,2026-07-26 07:53:48
banyak bot,1,2026-07-26 07:53:21
game seru dan menantang tolong berikan saya dark system lagi saya ksi bintang 5,5,2026-07-26 07:52:03
"kasih musuh GK adil ,tim musuh jago sementara tim sendiri malah dikasih beban, sering ngetroll pas lagi main rank.tolong match maling nya benerin dulu masa pas main di rank rendah nabrak musuh yg rank tertinggi nya imortall, sementara tim sendiri rank tertinggi nya cuma mythic dan legend. tolonglah kasih lawan yg adil🙏🏻🙏🏻🙏🏻",3,2026-07-26 07:51:01
Lag terus pas war,1,2026-07-26 07:50:30
"Game busuk, banyak dark sistem. tidak recommended❗️",1,2026-07-26 07:49:44
"kasih lagi dong tim rank legend , enak banget buat nurunin bintang, bayangkan rank glory ketemu trio yang salah satu nya masih legend,mainnya ya ampun , mau banting hp deh rasanya, apalah nasip kalo player solo ketemu trio kek gitu, dahlah muak².ditambah tim musuh pakai title provinsi . beeeh enak nya nurunin bintang. banyakin aja kayak gitu biar cepat ganti HP baru.",5,2026-07-26 07:49:42
"gw kan suka banget tuh cl wr SOLO TAPI KENAPA GW SELALU DAPET TIM BELAJAR HERO DAPET MUSUH SERIUS KEJAR WR JUGA , tapi tim gw malah belajar Hero, mau heran tapi ini monton, ini bukan sekali dua kali kalo sekali dua kali gw masih maklumin, lah ini setiap gw maen cl serius dapet musuh push wr dapet tim belajar Hero, tolong lah di perbaiki matchmaking nya, kalo di cl juga harus adil",1,2026-07-26 07:49:27
"GA PERNAH BENER NGASI TIMNYA, TIMNYA YANG GAJELAS DI KASI, LAWANNYA JAGO JAGO",1,2026-07-26 07:48:50
perbaiki ngeleknya,5,2026-07-26 07:47:46
"Gamenya bagus dan keren, tapi masih bagus Roblox🙃",5,2026-07-26 07:47:28
"monton macam mana ini tim kok gak jelas, los streak gua pusinggg, pliss kasih gua win streak",1,2026-07-26 07:46:57
najis dapet tim aneh semua gajelas pengen naek ke mitic malah di kasih tik draksistem,1,2026-07-26 07:46:38
makasi ML udah nemenin aku dari aku masih kecil sampai udah besar terimakasih ML,5,2026-07-26 07:45:51
tolong win strek terus masak main di epic lawan nya mantan imortal.,1,2026-07-26 07:43:33
game hiburan❌ game perusak mental✅,1,2026-07-26 07:41:45
ngasih musuh yang setara lah,1,2026-07-26 07:38:56
"( UNINSTALL AJA DARIPADA LU SETRES GEGARA NI GAME GAJELAS)game setres dari honor 41 sampe Mawi 12 dapet tim gajelas Mulu,draft pick gajelas matchmaking ga adil berat sebelah, GW UNINSTALL NI GAME",5,2026-07-26 07:38:34
aku kamal mulu,1,2026-07-26 07:37:50
"tolong banget ya buat cs nya jangan pake bot Napa,susah banget ini mau memulihkan akun yang google nya dihack",1,2026-07-26 07:37:06
"game terburuk yang pernah gw mainin, sistem matchmaking buruk, sinyal anjlok, ngasih tim ga sesuai tier. niat pengen seneng-seneng malah marah-marah.",1,2026-07-26 07:37:03
udh top up 30.000 malah diamondnya GK masuk,1,2026-07-26 07:36:26
ml ini bagus tapi kasih tim yg jago dong jangan yg bot Mulu cape turun Mulu kasih tim bagus yang jago Napa kasih yg bot Mulu dah ni gem cape gendong gua kalah Mulu tim nya bot plis kasih tim jago,2,2026-07-26 07:36:05
sangat bagus,5,2026-07-26 07:35:59
balikin akun gw dong,1,2026-07-26 07:34:51
game jahannam main game ini bukan ngilangin stress.malah tambah stress,5,2026-07-26 07:34:21
setiap main ml tim ya dars sistem semua bikin steres,5,2026-07-26 07:34:09
"kecewa banget sama ini game mlbb, makin hari makin gak jelas, dengan ping awal 30 langsung berubah drastis mnjadi 300 pas mati balik ke 30 hidup langsung brubah lagi dan itu bukan cuman 1 kali sampek beberapa pertandingan",1,2026-07-26 07:34:07
very lag one star,1,2026-07-26 07:34:01
sangat menyenangkan,3,2026-07-26 07:32:12
game nya bagus Hero nya bagus dan kuat,5,2026-07-26 07:30:24
draksistem semua sistemnya rusak ni game,1,2026-07-26 07:30:02
bagus sih game nya,4,2026-07-26 07:29:54
mengisi kegabutan,5,2026-07-26 07:29:52
SETAN GAME BOSOK RA ATURAN,1,2026-07-26 07:28:14
game tolol,1,2026-07-26 07:27:36
game ga masuk akal game butrik main bot,1,2026-07-26 07:26:38
"komunitas tidak baik, match macking tidar pernah diperbaiki. Semoga saja gamenya cepat runtuh dan hancur sebab pura-pura tidak melihat.",1,2026-07-26 07:26:35
menarik,5,2026-07-26 07:26:07
MONTOON TAIK MINIMAL SINYAL DI BENERIN DULU BARU SKIN DI UTAMAIN KONCILLL,1,2026-07-26 07:24:54
gw kalah mulu dan musuh nya tengil,1,2026-07-26 07:24:10
"2 minggu yg lalu poin bintang saya mencapai 24, hanya tingal 1 lagi untuk mencapai honor, akan tetapi selalu di pertemukan dengan tim rank tinggi hingga poin bintang saya habis semua dan akan mencapai legend, DASAR GAME RUSAK",1,2026-07-26 07:23:15
ml game untuk orang dewasa,1,2026-07-26 07:22:41
"he moonton, aku dianggap afk sedangkan wifi dan server lu yang bermasalah di loading match, mana keadilan nya?",1,2026-07-26 07:22:03
tolong hapus di perbaiki buat mode custume ini saya di jebak di custem di pause,3,2026-07-26 07:21:00
alah kook jadi tambah parah. apalah loading pas gw pake thamuz gak mau keisi. baikin nih kalau kagak gw pensi aja dari nih game gak bakal gw on selagi belum lu benerin ini,3,2026-07-26 07:20:21
"Geme bego. match making ga adil, ngelag""kan kadang ngecrash sendiri. game gblok",1,2026-07-26 07:20:13
"game ini sangat bagus, saya sering mendapatkan banyak kekalahan dan tim yang bobrok. Di samping itu game ini membuat saya memiliki ganguan serta tekanan mental karena sering terkena cyberbullying.",5,2026-07-26 07:19:14
mantappppp BANGGGGGGGGG,5,2026-07-26 07:17:55
game ramah baik hati dan sering ngasih motivasi pokonya the best banget suka ml bagussssssssss. pengen di kasih motivasi sama yang pro player,5,2026-07-26 07:16:51
gamenya bagus tapi HP saya ngelag terus karena ML update terus,5,2026-07-26 07:16:02
keren asik,5,2026-07-26 07:15:22
karena dikasih nya yg susah padahal Reng nya epik emang moonton ktl,1,2026-07-26 07:15:12
"kenapa saat loading mau ke in game sehabis draft pick lama banget masukya tolong di ubah padahal jaringan bagus, sama timnya aneh"" mulu. kalo kaya gini terus mending gausah buat game kalo ga niat",1,2026-07-26 07:15:03
"game buruk, saya memainkan game ini banyak problematiknya, mulai dari sistem draft yang aneh dan tidak adil, performa permainan yang banyak sekali masalahnya, mulai dari sinyal yang mendadak hilang saat lagi war, tim yang tiba-tiba tidak bergerak, hingga pasti ada saat ketika naikkin bintang rank malah permasalahan sistem permainan yang anomali, entah dari hp yang tiba-tiba crash hingga keluar dari permainan secara mendadak, itu sangat merugikan dan saya yakin developer yang membuat sistemnya.",1,2026-07-26 07:14:25
game nya tidak ramah dan selalu kalah kita akan dikasih top global,1,2026-07-26 07:13:14
"jlek banyak bug, lagi draft pick malah nge stag",1,2026-07-26 07:12:50
tolong kasih lawan yang se imbang supaya push rank jadi mudah,1,2026-07-26 07:12:45
"monton ga adil ngasih tim gua dapet tim yang tidak ngerti maen sedangkan musuh pada ngerti maen,percuma kalau maen jago kalau dapet tim kaga ngerti maen mah,monton ga adil gua dapet tim kaya gitu semua lose strek ampe berkali kali,kalau ngasih tim yang adil monton",1,2026-07-26 07:12:38
matcmaking tidak adil dan semua sesuai sistem kemenangan persenannya lebih RENDAH DARIPADA KEKALAHAN,1,2026-07-26 07:12:28
bagus lebih di tingkatkan sedikit mudahan dapat skin gratis dari MOONTON 🌹🌹♥️👍,5,2026-07-26 07:12:16
"minimal kalo ngasih tim yang waras napa,udh cape cape gendong malah pada blunder dah tu musuhnya dikasih yang susah,matchmaking apaan kek gini,gw capek lose muluuuuu plis lah baikin matchmakingnyaaaaaaaaa",1,2026-07-26 07:11:24
bikin stres doang jngn didownload apk jelek,1,2026-07-26 07:10:35
moga suatu saat game mu kalah saing dengan game lain.... aku user lama...seson 1 id ny yg udh bnyk top up ...menderita solo rank... sistem kalian bobrok... auto unistal slamanya...,1,2026-07-26 07:09:30
team nya gj exp malah pick eudora benerin dlu sistem lu jan collab bae,1,2026-07-26 07:09:12
"moonton tolong kl kasi tim tu yg setara , rank gua ga naik naik grgr pas mau naik rank ketemu darksystem mulu , tolong lah cape gua ls mulu grgr ketemu darksystem , kapan imo nya gua",1,2026-07-26 07:09:09
game yang sangat bagus di main kan bersama keluarga game ini sangat lah seru pemain sangat sopan dan tidak berkata-kata kotor,5,2026-07-26 07:08:14
"moonton kenapa sih ,setiap aku mau naik legend ada aja halangannya ,kok sering banget dikasih dark system terus,mohon kerjasamanya untuk tim yang lebih kompak dan peka",3,2026-07-26 07:06:33
"please lah moonton jangan pilih kasih lah, server cina skin moskov cc di gratisin sedangkan server global enggak. gua juga player gratisan",1,2026-07-26 07:05:01
Kasih tim yg bener anjim🗿,5,2026-07-26 07:04:35
ls mulu njr,1,2026-07-26 07:03:06
terima kasih sudah membikin game ini saya sangat senang,5,2026-07-26 07:01:33
drak sistem,1,2026-07-26 07:01:32
"kalah tidak dapat BP gak masalah,lha ini aku sering menang,kok gak ada BP?game apa ini.percuma dong main?tolonglah diperhatikan,jangan jadi game buruk macam ni.",1,2026-07-26 07:01:02
WOY JANGAN LU DIEM DOANG PEMAIN NYA BOT DAN AI SEMUA MAKSUD LU APA LU SANTAI DOANG?? HAH AI. DAN BoT YANG DIKASIh GAME MU ITU BODOH DAN TIDAK TAHU CARA MAIN MOBILE LEGENDS TOLONG HAPUS AI NYA SEKARANG JUGAAAAAA!!!!!!!!!!!!!!!😠😠😠😠😠😠😠😠😠😠 LU KIRA AI NYA JAGO MAIN MOBILE LEGENDS ENGGAK BODOH AKU KALAH TERUS GARA GARA AI DAN BOT ITU😠😠😠😭😭😭,1,2026-07-26 07:00:04
kalau game muntun masti kalah terus,1,2026-07-26 06:59:57
min kalo bikin game jangan berat berat min kasian pecinta mobile legend yang hpnya kentang kapan bikin ml lite min,5,2026-07-26 06:58:18
woy moonton ksih i mm woy cape ngendong beban mau ngasih i mm apa i hapus,1,2026-07-26 06:56:54
game yang sangat bagus,5,2026-07-26 06:56:16
Game sistem ga jelas,1,2026-07-26 06:55:49
KURANGIN DARK SISTEM WOYY!!,5,2026-07-26 06:55:33
"saran ya, gmna mau buat game nya rami lgi kyk dlu, kalu pihak kalian mentingin perbanyak uang dengan cara rilis in event event terusmenerus, sedangkan jaringan game kalian ga di update update, says sudah bermain mengunakan wifi+data tetep aja pink naik saat ketemu musuh, tolong di dengerin, jgn hanya mentingin rilisiin event banyak, player jg butuh kenyamanan bermain, bukan ke serakahan developer",1,2026-07-26 06:55:14
"game aneh ,game gajelas skin di banyakin sistem nya bobrok ,ngasih match gapernah seimbang..makin hari makin ancur , ngasih tim gapernah seimbang sama musuh ..main di glory tp ketemu tim nya honor sama legend ,tim musuh pada bisa main sementara tim sendiri kaya ga di ajarin main,tiap hari ketemu dark system ..percuma skin di banyakin sistem nya makin ancur,ANEH",1,2026-07-26 06:55:07
gemenya bagus dan keren dan grafiknya bagus untuk HP kentang,5,2026-07-26 06:54:24
sangat suka,5,2026-07-26 06:54:15
uninstal masal aja,1,2026-07-26 06:54:00
game bego,1,2026-07-26 06:53:41
game marai stres hapusen ae ojo download game iki koyok telek,1,2026-07-26 06:53:20
"jangan coba Amen geme ini kalo lu gak Mao ke psikolog soalnya gua udah 2 hari Lostrek 10 kali udah gila gua, saran nih kalo Mao geme lu makain rame minimal metsmeking nya di benerin gua yg honor ketemu yg legend kan tolol",1,2026-07-26 06:52:34
game Rama sekali,1,2026-07-26 06:51:23
"plis deh moonton lore gausah di ubah ubah, dlu kagura sama hayabusa malah lore nya diganti jdi hanabi sama hayabusa. udah cocok kagura sama hayabusa, hanabi sama hayabusa tuh vibes nya kayak adik sama abang justice-for-hayagura.",2,2026-07-26 06:50:36
saya kasih setengah soalnya kenapa argus di nerf! jadi kerupuk tau gak argus gua,3,2026-07-26 06:49:49
"server nya lag moonton, gak asik main nya",1,2026-07-26 06:49:37
Game rusak,5,2026-07-26 06:47:55
game nyah bagus tapi bikin nambah stress,5,2026-07-26 06:47:14
"game burik sinyal bagus tapi ngeleg,tim sendiri sama tim musuh ga adil,game burik",1,2026-07-26 06:46:49
gak bisa ganti latar belakang,1,2026-07-26 06:46:40
"gem babi,isinya draksistem semua bikin emosi,sinyal jelek tiba' keluar ngak bisa main lagi bintang hilang satu, dapat jonson hyper lagi,gem apa ini,malas mending pindah gem sebelah wkwkwkwkw wkwkwkwkwk🤣🤣",5,2026-07-26 06:46:13
game yang bagus seru dimainkan nya,4,2026-07-26 06:46:10
bagus sekali dan gak bosen,5,2026-07-26 06:45:41
banyak darj sistem,1,2026-07-26 06:44:58
"game sampah, nama ML , Mainan Laknat",1,2026-07-26 06:44:42
good game,5,2026-07-26 06:44:12
moonton kasih aku menang lah ppppplllĺllssssssssssssssssssss........................,1,2026-07-26 06:41:48
game nya seru bagus tapi aku kehalang hp ku udan gk kuat lagi terus gw hapus,5,2026-07-26 06:40:59
"main kalah teros,menang kalah",1,2026-07-26 06:40:52
gem nya bagus si tapi banyak yang suka ngomong kotor dan mech nya terlalu lama,4,2026-07-26 06:38:24
masyaallah,1,2026-07-26 06:38:00
game stress pembagian timny g jelas bngt,1,2026-07-26 06:36:53
"Aku Suka game nya, Tapi hero nya dikit banget, jadi Aku Minta hero nya lebih banyak 🙏🙏",5,2026-07-26 06:36:44
"gajelas lu, ngasih tim yg bner dikit",1,2026-07-26 06:35:23
jarang apa exp,4,2026-07-26 06:35:17
"dikasih ls banyak padahal mau epic 1,udah ditipu ama game jelek ini",1,2026-07-26 06:35:08
"game tuh di Perbaiki tolol , malah 1 player pag semua , kenapa semakin lama semakin bnyk error nya ni game, beda pengembang?",1,2026-07-26 06:34:51
"GAME BAGUS,SENI MAIN MOBILE LAGEND ADALAH KROYOKAN,JOOOSS",1,2026-07-26 06:34:33
update Mulu capek,5,2026-07-26 06:34:16
"GAME SANGAT RAMAH UNTUK PLAYER SOLO, MENANG CUMAN SEKALI,KALAHNYA 5 KALI.. REAL DARK SISTEM",1,2026-07-26 06:33:46
"game nya seru ,tapi aku kalau main kalah mulu😭",4,2026-07-26 06:33:22
ini ml kenapa ya udah 5 hari kalah trus coba lah di perbaikin lagi kasih tim nya,1,2026-07-26 06:33:02
"kenapa monton ngasih aku tim draksistem terus game gak jelas aku main 7jam cuman sia sia doang gak naik gak turun habis menang main lagi dapet tim gak jelas terus ayo lah MONTON kasih hanilah aku 😭, aku capek ketemu tim draksistem terus ayolah bantu lah aku pliss aku mohon 🙏🙏, mohon maaf jika aku hanya memberi/menilai bintang⭐, karena aku habis lostrek teruss lagian kenapa monton gak pernah membantu aku 😭.",1,2026-07-26 06:32:29
game nya seru bagus tapi sering lostreak tapi tetep bagus,4,2026-07-26 06:32:25
permainan nya sangat bagus sekali,5,2026-07-26 06:30:21
peler ngasih tim yang ngotak,1,2026-07-26 06:29:59
bisa GK main tapi mengahabis kn data internet,1,2026-07-26 06:28:59
kadang bikin setres karna nge stuck di epic,5,2026-07-26 06:28:43
Game perusak mood,1,2026-07-26 06:28:01
ketemu tim gak jelas banget dari bintang 20 sampai 6 geme kurang adil,2,2026-07-26 06:27:50
apk nya bagus,5,2026-07-26 06:27:37
"kalo mode offline nya tidak da fitur mode (normal,mode bot,mode extreme) saya akui game ini jlek",5,2026-07-26 06:27:07
MASA GUA KIL 9 DAPET SILVER MOONTON,1,2026-07-26 06:26:07
ini bukan apa apa yaaa tapi setiap aku main mau kalah atau pun menang kan aku roamer nihhh asist aku kadang 15-20 mati aku cuma 6 sampe lima aja tapi kadang dapat silver aneh emang sedangkan mm sama mage nya yg asist 3 mati 6 kadang emas emang lolot monton ni,1,2026-07-26 06:24:43
permainannya sangat bagus,5,2026-07-26 06:24:31
ketemu tim drak semua,1,2026-07-26 06:23:45
"game nggak ngotak, dapet tim mainnya ngetroll tapi yang kena pelanggaran malah sini padahal nggak ngetik kata' kasar, udah muak aku ketemu roam support gila kek gitu untuk ke sekian kalinya. kayak gitu user roam masih dapet perlindungan bintang. Muak banget sumpah",1,2026-07-26 06:23:26
bikin pusing kalah Terus,1,2026-07-26 06:23:25
saya tidak suka ml,1,2026-07-26 06:23:23
tidak adil sistem nya,1,2026-07-26 06:23:17
permainan yg bagus tetapi fitur baru ga langsung ke semua akun bertahap jadi akun ku berasa blm ke updet,4,2026-07-26 06:22:58
game tolol,1,2026-07-26 06:22:41
tolong di bi baca dong monton kalau main di mode rank jangan di campur rank grandmaster sama epicnya epic aja udah nyusahin apa lagi kalau di tambah rank grandmaster aku udah ketemu grandmaster beberapa kali di rank pada main solo,5,2026-07-26 06:22:38
"gamenya keren,timnya jago jago apalagi di lane gold,itu lane tempatnya proplayer,dan saya sangat bahagia dapet tim yang jago terutama gold lane, terkadang tim saya yang gold lane bisa lawan 1 vs 5 hebat deh pokoknya",1,2026-07-26 06:22:15
Enak banget game ini yah 🗿 Ramah sekali (di awal🤣) Gua kasih b 5 dah Tolong yah moonton kalo bisa yah setara dong Rank nya misal :solo yah solo semua jangan ada yg trio /duo dan tentang rank misal:gua epic 1 pas maen malah ketemu epic 5 😭 tolong yah kalo rank itu yg pasti🗿epic 1 yah epic Setu semua biar adil -bintang nya 🗿 Oh ya btw kapan MVP kalah +🌟🗿,5,2026-07-26 06:21:53
sistem matchmaking sampah,1,2026-07-26 06:21:28
"tolong lah,masa main di *80+ jumpa sama di bawah honor kalau,ini game rame bukan game sepi,begitu banyak player masa junpanya gitu",1,2026-07-26 06:21:14
setiap bintang 5 selalu kalah mau mabar atau solo pun tetep kalah gajelas match making ni game kerasa ga adil,1,2026-07-26 06:20:01
"Game nya bagus, setiap waktunya banyak perubahan besar sip keren moonton, namun di sistem rank nya begitu berat jika terus menerus dipertahakn,kenapa? karna ada banyak player yang skill nya sangat mahir tapi tim yang tidak seimbang jadi kalah,dapet mvp kalah dan yap bintang turun,nah coba bisa ga ubah ke sistem SR point,jadi mau kalah atau menang point rank tetep naik meski kalah,tergantung skill pemain,coba dulu tapi jangan di original server,kalau memang bagus baru bisa di fix",4,2026-07-26 06:19:34
"sayang banget padahal gw mau beli skin starlight bulan agustus tapi karna kesel jaringan lag, lagi rank. gw mutusin buat uninstall. kalo begini terus jaringan nya ga pernah di perbaiki banyak player yang bakal pensi. jadi lawan nya ai semua wkkwkwkw percaya omongan gw",1,2026-07-26 06:19:20
moonton tidak usah update terus... perbaiki saja dulu loading stack meluluk.,4,2026-07-26 06:19:12
kalau bisa penggunaan datanya sekecil mungkin..ini gak fair untuk yang koneksi seperti di Indonesia yang notabene nya internet terburuk sedunia...,1,2026-07-26 06:18:33
bagus sih enak banget gak ngelek sama sekali aku kasi bintang 5 bagus banget,5,2026-07-26 06:15:51
game sialan,1,2026-07-26 06:13:01
saya dikasih defeat terus sama moonton,1,2026-07-26 06:08:45
PERMAINAN DALAM GAME SUDAH TIDAK BAGUS AKU MASUK RANK TEMAN BOT SEMUA.KALAU TIDAK PERCAYA COBA kalian black list..PASTI AKAN JADI TEMAN KALIAN LAGI.GAME SUDAH TIDAK MENYENANGKAN.. DAN ITU KE EMPAT2 NYA TEMAN BOT SEMUA.. GAME HANYA PENCITRAAN SUPAYA MATCH CEPAT.,1,2026-07-26 06:08:10
"game rusak , game ampas jaringan sering leg dan banyak cheater tidak ditindak , unistall aja , cheter dibiarin ja bikin jaringan leg ,",1,2026-07-26 06:08:00
game rusak,1,2026-07-26 06:05:40
mantap,5,2026-07-26 06:04:35
"tolong lah moonton pas lagi ngewar kenapa jaringannya tiba-tiba jelek gitu, pas udah mati bagus lagi, padahal di tempat yang sama, hadeh...",1,2026-07-26 06:03:27
kurangi dark sistem ya,5,2026-07-26 06:02:56
game yang keran,5,2026-07-26 06:02:14
wah keren ini game meskipun mati suri,5,2026-07-26 06:01:36
sepertinya baik,5,2026-07-26 06:00:29
permainan bikin sakit hati .setiap macking dikasih tim yg buruk main jadi gk stabil..kaai b1 aja,1,2026-07-26 05:58:51
game nya sangat bagus fitur nya,5,2026-07-26 05:58:07
"pembagian tim tidak merata, setiap mau naik rank pasti dapet tim yang berat sebelah",3,2026-07-26 05:57:26
gem lol,1,2026-07-26 05:56:39
"gem ini sangat menghibur,gemnya santai tidak bikin setres orang² nya baik gak toxcik dan gem nya sangat santai cocok dimakan Untuk yg mau refrensing/darah tinggi ☺️",1,2026-07-26 05:56:15
"kasih tim yang ngotak lah montoom masa kalah terus, untuk yg mau download sebaik nya mental nya harus kuat.ngasih tim tolol terus gimana mau naik immo, hadeh.",1,2026-07-26 05:55:45
game sampah,5,2026-07-26 05:55:22
aku Uda kasi bitang lima tapi sayang muntun pelit Ama diamond nya biar 100aja pils muntun,5,2026-07-26 05:52:33
bagus,5,2026-07-26 05:49:34
banyak drak sistem,1,2026-07-26 05:45:32
best,5,2026-07-26 05:43:16
game gak guna gw nangis stres frustasi sistem nya kayak gak niat dikasih musuh propalyer sultan tim sendiri bot darksistem miskin,1,2026-07-26 05:39:26
seru game ya,5,2026-07-26 05:39:23
sampah,1,2026-07-26 05:38:26
Roblox burik ML bagus,5,2026-07-26 05:38:26
"ini game sangat lah buruk, bisa membuat mental turun karena kalah terus menerus,andai saja ada sistem keseimbangan pertandingan agar semua kemampuan pemain sama dan tidak ada yg jago sebelah kalau sistem ini tidak ada kemungkinan banyak player ml yg pensiun karena tidak adanya keseimbangan pertandingan seperti di honor of king semoga saja sistem ini muncul maka banyak peminatnya segitu saja pesan dari saya semoga sistem ini beneran akan ada",2,2026-07-26 05:38:25
game nya bagus sih tapi mines nya bikin emosi. dan ngatur tim nggak adil bet,1,2026-07-26 05:38:08
karna moonton gak adil kasih tim nya yg dark terus,1,2026-07-26 05:38:07
"Main dari jam 2 pagi sampai jam setengah 1 siang, ga naik², HELLEEEEEEH !!!",1,2026-07-26 05:38:04
ga adil banget dah sistem nya,1,2026-07-26 05:37:31
"GK bisa gak kasih matchmaking adil gitu knp gua di kasih tim yg kayak computer dan tim musuh jago jgn lah gini moonton gak seneng banget kalau kek gini capek kalah nya gua kesal bgt kalah Mulu udah usaha menang dan naik rank tetap aja kalah,benar kata orang orang ml adalah game penambah stress gua jadi stress gara gara ini game,lose streak Mulu,yg paling gak adil matchmaking ketemu player epic yg sudah mythic glory dan immortal kejam bgt lu moonton kasih musuh kek gitu buat stress",1,2026-07-26 05:37:12
dapat teman maen selau rank rendah dan gak bisa maen sedang kan musuh nya rank tinggi semua sangat tidak adil monton!!!!,1,2026-07-26 05:36:43
monton kasih team jelek terus buat player solo rank susah bgt naik mitic,1,2026-07-26 05:35:36
saya syukka saya sukka dgn game ini,5,2026-07-26 05:34:40
"ngelag mulu padahal apk lain kaga ngelag. matchmaking ga adil, musuh jago semua, tim dari sistem",1,2026-07-26 05:34:05
"game apa ini, padahal sinyal sudah bagus namun kadang suka tiba-tiba tidak bisa bergerak dan lawannya juga tidak seimbang kadang musuhnya terlalu jago berbanding terbalik dengan tim kita, tolong jika ini bug tolong diperbaiki",1,2026-07-26 05:31:56
gem banyak drak sistem nya tidak adil jelek,1,2026-07-26 05:31:26
"ayolah perbaiki sistem nya, masa iya selalu ngelag, macet-macet tiap war, ada apa dengan mobile legend yg sekarang? kenapa tidak seperti dulu lagi? sekarang sangat mengecewakan.",1,2026-07-26 05:30:31
bagus,4,2026-07-26 05:30:27
sangat seru,5,2026-07-26 05:28:18
jangan skin doang yg di perhatikan perbaiki tuh Dari matchmangking rusak,1,2026-07-26 05:26:50
keren gemnya tapi banyek iklan hehehehe muntun jrnenekelwsekeeme sleped rr r f da da d ada da kekesalan kewkkwsb epik legen mitik honor glory immo wkwkwk,5,2026-07-26 05:26:19
"EH MASA LUCKY STARLIGHT SPIN SAMPE 50 KOK CUMAN DAPET 1 SIH,YAH GAME KORUPP",1,2026-07-26 05:26:09
monton Ega tau hp aku sepatah Mun eta kasi aku hp bagus keredit sekor aku jadi turu,1,2026-07-26 05:22:23
seru,5,2026-07-26 05:21:40
"game nya banyak bug, saat ingin mulai game tidak ketemu² lawan nya. game rusak",1,2026-07-26 05:21:08
"benci kali pun aku main game ini, kalah kalah terus, dapat tim ga jelas, dapat tim bot, dapat tim kaya binatang, dapat musuh jago jago, ntah apa lah, bikin stres, bikin depresi, najis kali main game ini",1,2026-07-26 05:20:53
padahal nih gam udah lama tapi rating nya gak sampe 4 padahal seru,4,2026-07-26 05:19:31
bagus,1,2026-07-26 05:19:20
"game apa dah ini,hp gw udh kuat masih aja di kasih lag padahal jaringan juga udh bagus",1,2026-07-26 05:19:02
saya suka game ini dan seru tapi tolong nanti bisa pilih map yang disukai player gitu aj 🙏👍👍👍👍👍,5,2026-07-26 05:17:23
